date,title,content,heart,interest,view,price,temperature,seller,sold,image,region,url
30/05/2026,포켓몬30주년띠부씰판매/교환,"1번째 사진 교환/판매 가능해요, 
구매시 가격 제시해주세요 
반택 가능하고 반택일 경우 구매자님 부담입니다
교환일 경우 2번째 사진에 x친 씰이 제게 있는거에요
교환은 직거래만 합니다

연락주세요🙏",2,1,48,2000,46.5,거래요정,판매완료,2,인천 연수구 송도동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%ED%8C%90%EB%A7%A4-%EA%B5%90%ED%99%98-mbzgvbrukmtp/
24/05/2026,포켓몬30주년띠부씰이상해풀,"포켓몬 30주년 띠부씰 이상해풀 씰이에요
미개봉입니다",0,1,19,2000,44.6,당근맨,판매완료,1,경남 창원시 마산회원구 양덕동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%EC%9D%B4%EC%83%81%ED%95%B4%ED%92%80-wx4a7iz95kzi/
19/05/2026,포켓몬30주년띠부씰판매합니다.,"대부분 미개봉이구요 
일부 개봉있습니다(소량)

장당 가격은 일부 다른점 참고해주세요

필요하신 씰 있으시면 문의주세요.

인기있거나 일부는 판매되었거나 없을수도 있습니다.

직거래 가능 / 
잠실(6시이전)//난곡사거리(6시이후) 시간 협의

개봉으로 필요하심 필름포장 해드립니다.",7,5,242,2000,92.6,베놈Venom,판매완료,4,서울시 송파구 잠실동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-3t7e95oyfmda/
01/06/2026,"포켓몬30주년띠부씰레시라무,거다이맥스잠만보","레시라무, 거다이맥스 잠만보
두개 합쳐서 2,000원에 판매해봐요",2,1,36,2000,56,멍구콧,판매중,1,경기 광명시 광명동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%EB%A0%88%EC%8B%9C%EB%9D%BC%EB%AC%B4-%EA%B1%B0%EB%8B%A4%EC%9D%B4%EB%A7%A5%EC%8A%A4-%EC%9E%A0%EB%A7%8C%EB%B3%B4-1jg8ra3otx4q/
25/05/2026,포켓몬30주년띠부씰,"🏷️
✔️신뇽-8,000원
✔️거북왕-5,000원
✔️쥬피썬더,코뿌리,탕구리-각3,000원
✔️질뻐기,모다피-각2,000원

💌 여러개 구매시 할인",1,0,80,2000,57.4,조우욱,판매중,1,충북 증평군 증평읍,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-qtrb3oy6s1k6/
12/05/2026,포켓몬30주년띠부씰교환,"혹시나 하고 올려봅니다
교환원하시는분 계실까요?

저: 쥬벳, 레트라,고라파덕
님: 아무거나",4,4,143,2000,52.1,Blosoooom,판매완료,1,서울시 동작구 상도제1동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%EA%B5%90%ED%99%98-otonac798xgu/
24/05/2026,포켓몬30주년띠부씰(희귀)무한다이노,"포켓몬 30주년 기념으로 나온 무한다이노 띠부씰이에요
가지러오셔야해여",1,3,44,2500,40.1,당버근니,판매완료,1,대구 달서구 송현동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%ED%9D%AC%EA%B7%80-%EB%AC%B4%ED%95%9C%EB%8B%A4%EC%9D%B4%EB%85%B8-i6creki9czrx/
26/04/2026,포켓몬30주년띠부씰피카츄,"포켓몬 30주년 기념 피카츄 띠부씰이에요
0025 피카츄 디자인으로 소장가치가 높아요
직접 가지러오셔야합니다~ 교환 안해여",1,2,41,2500,40.1,당버근니,판매완료,1,대구 달서구 송현동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%ED%94%BC%EC%B9%B4%EC%B8%84-ssxsi81c6k8s/
24/04/2026,"포켓몬30주년띠부씰(주리비얀,제크로무)","포켓몬 띠부씰 두 장 판매해요
포켓몬 30주년 기념으로 나온 띠부씰로 소장 가치가 높아요
가지러오셔야합니다",1,3,45,2500,40.1,당버근니,판매완료,1,대구 달서구 송현동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%EC%A3%BC%EB%A6%AC%EB%B9%84%EC%96%80-%EC%A0%9C%ED%81%AC%EB%A1%9C%EB%AC%B4-e76ypt17a4w2/
03/06/2026,"포켓몬30주년띠부씰샤미드,날쌩마","샤미드 개봉 2,500원
날쌩마 미개봉 3,000원",0,0,0,2500,45.9,당근신사,판매중,2,서울시 강동구 성내동,https://www.daangn.com/kr/buy-sell/%ED%8F%AC%EC%BC%93%EB%AA%AC-30%EC%A3%BC%EB%85%84-%EB%9D%A0%EB%B6%80%EC%94%B0-%EC%83%A4%EB%AF%B8%EB%93%9C-%EB%82%A0%EC%8C%A9%EB%A7%88-n5yuu2ecfuaq/
