date,title,content,heart,interest,view,price,temperature,seller,sold,image,region,url
15/05/2025,콘스탄틴어베인2015,"- 콘스탄틴 어베인 2015
- zipp 서비스코스 핸들
- 드롭바
- 클릿페달
- 클릿슈즈 260
- 노바텍 리어휠(미장착 되어 있는 휠, 장착되어 있는 휠은 스포크 하나 부러져있어요)
- 헬멧
- 자물쇠
- 거치대

대차는 안받습니다 ㅜㅜ
궁금한 거 있으시면 편하게 연락주세요",9,6,812,200000,38.1,에레레렐,판매완료,7,대구 북구 구암동,https://www.daangn.com/kr/buy-sell/%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4-%EC%96%B4%EB%B2%A0%EC%9D%B8-2015-uchxtpow84vv/
07/09/2025,찐최종가더이상가격인하❌ㅣ콘스탄틴어베인2017픽시자전거급처(완차),"25만->23만->20만
상태 안좋은 프론트휠+매니큐어 같이드려요!

예약중 아니면 아직 안팔린거에요‼️
연락주세요‼️
하트만 누르지 마시고 찔러보기라도 해주세요!

구성 입문용으로 이거만한거 없을꺼에요!
사이즈는 51입니다!
집에서 보관했어요!
2023년 7월 2일에 중고로 사서 저는 큰 사고 없이 탔습니다~
6061 트리플버티드 알로이 프레임으로 가벼워요!
스무스웰딩 처리로 용접면이 부드러워요!
2017년식이라고 요즘 픽시랑 크게 다른 점 없어요~!
실물이 더 예쁩니다! 
에어로 프레임이라서 잘나가요!
자전거 곳곳 노란색 포인트들이 예뻐요!

구성
체인: 이즈미 골드 체인
안장: 언노운 오레오 
프론트: 벨로시닷 2022 
리어: 벨로시닷 2023 
(2024년쯤에 신품깠어요)
핸들: 벨로시닷 라이저바
그립: 언노운 
탑캡: 콘스탄틴 탑캡
나머지 순정 or 듣보

하자
볼트 녹 
도까, 스크래치
(매니큐어로 대부분 가려놓았어요, 원하시면 매니큐어 같이드려요!)
핸들 그립 까짐
안장 쪽 까짐
탑튜브에 먹음
(티 별로 안나고 저는 지장 없이 탔어요)

궁금한거 있으시면 채팅 주세요~
중고거래이므로 환불 절.대.불.가
바로 타실수 있는 상태입니다~

쿨거시 원하시면 상태 안 좋은 프론트휠 드려요~

대차는 전기자전거(Only PAS 방식)만 봅니다.

자세한 스펙
https://m.gorgotago.com/shop/view.php?index_no=4870",8,8,580,200000,41.9,당근오이가지,판매완료,7,경기 수원시 팔달구 화서동,https://www.daangn.com/kr/buy-sell/%EC%B0%90-%EC%B5%9C%EC%A2%85%EA%B0%80-%EB%8D%94-%EC%9D%B4%EC%83%81-%EA%B0%80%EA%B2%A9%EC%9D%B8%ED%95%98-%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4-%EC%96%B4%EB%B2%A0%EC%9D%B8-2017-%ED%94%BD%EC%8B%9C-%EC%9E%90%EC%A0%84%EA%B1%B0-%EA%B8%89%EC%B2%98-%EC%99%84%EC%B0%A8-vrujzk84tjnx/
28/03/2025,콘스탄틴어베인16년식급처합니다.,"구성
프리메로 불혼바
시슬릭 타이어
smp안장 
벨로시닷 경량휠
벨로시닷 크랭크

하자는 앞 포크 변색, 도까 조금 있는거 말고는 상태 아주 좋습니다.
최근에 샵 가서 점검도 받았는데 다른 이상은 없었습니다.
자세한 하자 사진은 오시면 보여드리겠습니다.
크랙, 꿀렁임, 유격, 실밥 없습니다.

""판매만"" 합니다

거파금 5
직거래만 합니다 (이동X)


중고거래 특성상 환불은 어렵습니다.",7,1,279,200000,38.6,망고쥬스,판매완료,1,경기 안양시 동안구 호계2동,https://www.daangn.com/kr/buy-sell/%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4-%EC%96%B4%EB%B2%A0%EC%9D%B8-16%EB%85%84%EC%8B%9D-%EA%B8%89%EC%B2%98%ED%95%A9%EB%8B%88%EB%8B%A4-vy1mn6eg1wdy/
07/11/2024,콘스탄틴어베인2022년식폴리싱프레임,"거래의 시작은 인사가 먼저라고 생갑합니다 인사도없이 챗거시면 바로 차단합니다
폴리싱한거 사와서 한번도 안탓습니다
사이즈 M사이즈
일단 먹음은 안보입니다
크랙X
직거래 범계역
클릿페달 미포함입니다 평페달 따로 드려요
구성 프레임 크랭크 싯포 포크
그외 궁금한점은 연락주세요
네고불가",2,1,218,200000,38.1,닉네임,판매완료,1,경기 안양시 동안구 호계2동,https://www.daangn.com/kr/buy-sell/%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4-%EC%96%B4%EB%B2%A0%EC%9D%B8-2022%EB%85%84%EC%8B%9D-%ED%8F%B4%EB%A6%AC%EC%8B%B1-%ED%94%84%EB%A0%88%EC%9E%84-uoyy9wonj2ki/
23/12/2025,콘스탄틴어베인반차,"콘스탄틴 어베인 반차판매합니다
22년식인거같고요 자세한 하자는 챗주세요
ㄱ급처합니다
20고정 거파2 뒷말시 차단",7,5,301,200000,36.6,메롱마,판매완료,3,경기 수원시 장안구 정자1동,https://www.daangn.com/kr/buy-sell/%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4-%EC%96%B4%EB%B2%A0%EC%9D%B8-%EB%B0%98%EC%B0%A8-x1aeuo4qygy4/
11/08/2024,콘스탄틴어베인2015,"도까 많고 주행에 이상가는 하자는 없습니다.
포크 도까 심해요
알류 삼발이
그외 다 순정",1,4,263,200000,36.8,정자1동,판매완료,6,경기 수원시 장안구 정자1동,https://www.daangn.com/kr/buy-sell/%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4%EC%96%B4%EB%B2%A0%EC%9D%B8-2015-np2q2cpa4zrc/
14/01/2026,콘스탄틴어베인16년식쓰나미l사이즈반차랑대차,"노먹노크가 하자 엄청많아요
크랭크 움니움입니다
대차봅니다
베어링문제탈수는있엇요
쓰나미랑반대반해요
핸들 지금은드롭바고
스템 벨닷이에요
반차
안장 시마노 스텔스
체인링볼트두개없어요
리어포함 스포크빠진소리남",0,0,85,200000,45.8,대창구이진,판매완료,1,부산 기장군 기장읍,https://www.daangn.com/kr/buy-sell/%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4%EC%96%B4%EB%B2%A0%EC%9D%B816%EB%85%84%EC%8B%9D-%EC%93%B0%EB%82%98%EB%AF%B8l%EC%82%AC%EC%9D%B4%EC%A6%88%EB%B0%98%EC%B0%A8%EB%9E%91%EB%8C%80%EC%B0%A8-8uktxnzrjyn7/
31/03/2026,콘스탄틴어베인픽시자전거,"콘스탄틴 어베인 모델의 픽시 자전거입니다

가벼운 무게와 뛰어난 주행 성능을 자랑합니다

도심 주행에 최적화된 디자인입니다

​[판매] 콘스탄틴 어베인 2016 스페셜 컬러 (블루 / 51사이즈)
​1. 기본 정보
​모델명: 2016 콘스탄틴 어베인 (Constantine Urbane) 스페셜 컬러
​색상: 블루 (희소성 있는 스페셜 컬러입니다.)
​사이즈: 51 (보통 키 160cm 후반 ~ 170cm 중반 추천)
​무게: 약 8kg (경량 프레임으로 주행감이 가볍습니다.)
​2. 상세 설명
​구매 시기: 2017년 신품 구매
​사용 기간: 구매 후 약 1년 정도 일상적인 용도로 주행했습니다.
​현재 상태: 이후에는 거의 타지 않고 실내(혹은 보관 장소)에 보관해 두었습니다.

상태 아주 좋습니다",3,4,346,200000,41.3,살지요,판매중,4,경기 김포시 고촌읍,https://www.daangn.com/kr/buy-sell/%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4-%EC%96%B4%EB%B2%A0%EC%9D%B8-%ED%94%BD%EC%8B%9C-%EC%9E%90%EC%A0%84%EA%B1%B0-33w9163n1xtd/
30/03/2025,콘스탄틴어베인(급처),"브레이크 때버려서 20에 팝니다.
라이트 없습니다. 돈 급해요. (네고 안됌)
환불 무슨일이 생겨도 ×
거파금 1만원.
아니 좀 안 살거면 연락하지마세요 제발",9,8,419,200000,36.8,까마,판매완료,8,경기 김포시 고촌읍,https://www.daangn.com/kr/buy-sell/%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4-%EC%96%B4%EB%B2%A0%EC%9D%B8-%EA%B8%89%EC%B2%98-n1yhtuztmqj8/
23/06/2025,콘스탄틴아베인(완차),"콘스탄틴 어베인 노랑X검정색 판매합니다.
상태는 도까랑 페인트 칠해져있고 스티커 붙혀져 있습니다 앞,뒤 휠 꿀렁임 심하고 펑크났습니다.
상태 좀 많이 안좋습니다. 네고 없이 판매하고 대차 봅니다 사이즈51 구매하신뒤 수리 하셔야 합니다
거래 후 뒷말이나 환불요청은 안받습니다. 직거래때 잘 보고 구매하세요",3,1,366,200000,39.1,그대여,판매완료,10,대구 달성군 유가읍,https://www.daangn.com/kr/buy-sell/%EC%BD%98%EC%8A%A4%ED%83%84%ED%8B%B4-%EC%95%84%EB%B2%A0%EC%9D%B8-%EC%99%84%EC%B0%A8-597bwmpgk6kh/
